disaster,gender,age,survived,role
titanic,male,25.0,0.0,passenger
titanic,male,26.0,0.0,passenger
titanic,male,43.0,0.0,passenger
titanic,female,45.0,1.0,passenger
titanic,female,40.0,1.0,passenger
titanic,male,31.0,0.0,passenger
titanic,male,70.0,0.0,passenger
titanic,male,31.0,1.0,passenger
titanic,male,30.0,0.0,passenger
titanic,male,18.0,0.0,passenger
titanic,male,24.5,0.0,passenger
titanic,female,18.0,1.0,passenger
titanic,female,43.0,0.0,passenger
titanic,male,36.0,1.0,passenger
titanic,female,18.0,0.0,passenger
titanic,male,27.0,1.0,passenger
titanic,male,20.0,0.0,passenger
titanic,male,14.0,0.0,passenger
titanic,male,60.0,0.0,passenger
titanic,male,25.0,0.0,passenger
titanic,male,14.0,0.0,passenger
titanic,male,19.0,0.0,passenger
titanic,male,18.0,0.0,passenger
titanic,female,15.0,1.0,passenger
titanic,male,31.0,1.0,passenger
titanic,female,4.0,1.0,passenger
titanic,male,26.0,1.0,passenger
titanic,male,25.0,0.0,passenger
titanic,male,60.0,0.0,passenger
titanic,male,52.0,0.0,passenger
titanic,male,44.0,0.0,passenger
titanic,female,18.0,1.0,passenger
titanic,male,49.0,0.0,passenger
titanic,male,42.0,0.0,passenger
titanic,female,18.0,1.0,passenger
titanic,male,35.0,1.0,passenger
titanic,female,18.0,0.0,passenger
titanic,male,25.0,0.0,passenger
titanic,male,26.0,0.0,passenger
titanic,male,39.0,0.0,passenger
titanic,female,45.0,1.0,passenger
titanic,male,42.0,1.0,passenger
titanic,female,22.0,1.0,passenger
titanic,male,6.0,1.0,passenger
titanic,female,24.0,1.0,passenger
titanic,male,41.5,0.0,passenger
titanic,male,48.0,1.0,passenger
titanic,male,29.0,0.0,passenger
titanic,male,52.0,0.0,passenger
titanic,male,19.0,0.0,passenger
titanic,female,38.0,1.0,passenger
titanic,female,27.0,1.0,passenger
titanic,male,26.0,0.0,passenger
titanic,male,33.0,0.0,passenger
titanic,female,6.0,1.0,passenger
titanic,male,17.0,0.0,passenger
titanic,male,34.0,0.0,passenger
titanic,male,50.0,0.0,passenger
titanic,male,27.0,1.0,passenger
titanic,male,20.0,0.0,passenger
titanic,female,30.0,1.0,passenger
titanic,female,18.0,1.0,passenger
titanic,male,25.0,0.0,passenger
titanic,female,25.0,0.0,passenger
titanic,female,29.0,1.0,passenger
titanic,male,11.0,0.0,passenger
titanic,male,30.0,0.0,passenger
titanic,male,23.0,0.0,passenger
titanic,male,23.0,0.0,passenger
titanic,male,28.5,0.0,passenger
titanic,female,48.0,0.0,passenger
titanic,male,35.0,1.0,passenger
titanic,male,26.0,0.0,passenger
titanic,male,26.0,0.0,passenger
titanic,male,41.5,1.0,passenger
titanic,male,36.0,0.0,passenger
titanic,female,21.0,1.0,passenger
titanic,male,24.0,0.0,passenger
titanic,male,31.0,1.0,passenger
titanic,male,70.0,0.0,passenger
titanic,male,16.0,0.0,passenger
titanic,female,30.0,1.0,passenger
titanic,male,19.0,0.0,passenger
titanic,male,31.0,0.0,passenger
titanic,female,4.0,1.0,passenger
titanic,male,6.0,1.0,passenger
titanic,male,33.0,0.0,passenger
titanic,male,23.0,0.0,passenger
titanic,female,48.0,1.0,passenger
titanic,male,0.67,1.0,passenger
titanic,male,28.0,0.0,passenger
titanic,male,18.0,0.0,passenger
titanic,male,34.0,0.0,passenger
titanic,female,33.0,1.0,passenger
titanic,male,26.0,0.0,passenger
titanic,male,41.0,0.0,passenger
titanic,male,20.0,1.0,passenger
titanic,female,36.0,1.0,passenger
titanic,male,16.0,0.0,passenger
titanic,female,51.0,1.0,passenger
titanic,male,47.0,0.0,passenger
titanic,female,30.5,0.0,passenger
titanic,male,26.0,0.0,passenger
titanic,male,32.0,0.0,passenger
titanic,male,24.0,0.0,passenger
titanic,male,48.0,0.0,passenger
titanic,female,57.0,0.0,passenger
titanic,male,26.0,0.0,passenger
titanic,female,54.0,1.0,passenger
titanic,male,18.0,0.0,passenger
titanic,male,26.0,0.0,passenger
titanic,female,5.0,1.0,passenger
titanic,male,26.0,0.0,passenger
titanic,female,43.0,1.0,passenger
titanic,female,13.0,1.0,passenger
titanic,female,17.0,1.0,passenger
titanic,male,29.0,0.0,passenger
titanic,male,26.0,0.0,passenger
titanic,male,25.0,0.0,passenger
titanic,male,25.0,0.0,passenger
titanic,female,18.0,1.0,passenger
titanic,male,8.0,0.0,passenger
titanic,male,1.0,1.0,passenger
titanic,male,46.0,0.0,passenger
titanic,male,26.0,0.0,passenger
titanic,male,16.0,0.0,passenger
titanic,female,18.0,0.0,passenger
titanic,male,41.5,0.0,passenger
titanic,male,25.0,0.0,passenger
titanic,male,39.0,0.0,passenger
titanic,female,49.0,1.0,passenger
titanic,female,31.0,1.0,passenger
titanic,male,30.0,0.0,passenger
titanic,female,30.0,0.0,passenger
titanic,male,34.0,0.0,passenger
titanic,female,31.0,1.0,passenger
titanic,male,11.0,1.0,passenger
titanic,male,0.42,1.0,passenger
titanic,male,27.0,1.0,passenger
titanic,male,31.0,0.0,passenger
titanic,male,39.0,0.0,passenger
titanic,female,18.0,0.0,passenger
titanic,male,39.0,0.0,passenger
titanic,female,33.0,1.0,passenger
titanic,male,26.0,0.0,passenger
titanic,male,39.0,0.0,passenger
titanic,male,35.0,0.0,passenger
titanic,female,6.0,0.0,passenger
titanic,male,30.5,0.0,passenger
titanic,male,41.5,0.0,passenger
titanic,female,23.0,0.0,passenger
titanic,male,31.0,0.0,passenger
titanic,male,43.0,0.0,passenger
titanic,male,10.0,0.0,passenger
titanic,female,52.0,1.0,passenger
titanic,male,27.0,1.0,passenger
titanic,male,38.0,0.0,passenger
titanic,female,27.0,1.0,passenger
titanic,male,2.0,0.0,passenger
titanic,male,26.0,0.0,passenger
titanic,male,26.0,0.0,passenger
titanic,male,1.0,1.0,passenger
titanic,male,26.0,1.0,passenger
titanic,female,62.0,1.0,passenger
titanic,female,15.0,1.0,passenger
titanic,male,0.83,1.0,passenger
titanic,male,26.0,0.0,passenger
titanic,male,23.0,0.0,passenger
titanic,male,18.0,0.0,passenger
titanic,female,39.0,1.0,passenger
titanic,male,21.0,0.0,passenger
titanic,male,26.0,0.0,passenger
titanic,male,32.0,1.0,passenger
titanic,male,41.5,1.0,passenger
titanic,male,20.0,0.0,passenger
titanic,male,16.0,0.0,passenger
titanic,female,30.0,1.0,passenger
titanic,male,34.5,0.0,passenger
titanic,male,17.0,0.0,passenger
titanic,male,42.0,0.0,passenger
titanic,male,26.0,0.0,passenger
titanic,male,35.0,0.0,passenger
titanic,male,28.0,0.0,passenger
titanic,female,45.0,1.0,passenger
titanic,male,4.0,0.0,passenger
titanic,male,74.0,0.0,passenger
titanic,female,9.0,0.0,passenger
titanic,female,16.0,1.0,passenger
titanic,female,44.0,0.0,passenger
titanic,female,18.0,1.0,passenger
titanic,female,45.0,1.0,passenger
titanic,male,51.0,1.0,passenger
titanic,female,24.0,1.0,passenger
titanic,male,26.0,0.0,passenger
titanic,male,41.0,0.0,passenger
titanic,male,21.0,0.0,passenger
titanic,female,48.0,1.0,passenger
titanic,female,18.0,0.0,passenger
titanic,male,24.0,0.0,passenger
titanic,female,42.0,1.0,passenger
titanic,female,27.0,1.0,passenger
titanic,male,31.0,0.0,passenger
titanic,male,26.0,0.0,passenger
titanic,male,4.0,1.0,passenger
titanic,male,26.0,0.0,passenger
titanic,female,47.0,1.0,passenger
titanic,male,33.0,0.0,passenger
titanic,male,47.0,0.0,passenger
titanic,female,28.0,1.0,passenger
titanic,female,15.0,1.0,passenger
titanic,male,20.0,0.0,passenger
titanic,male,19.0,0.0,passenger
titanic,male,26.0,0.0,passenger
titanic,female,56.0,1.0,passenger
titanic,female,25.0,1.0,passenger
titanic,male,33.0,0.0,passenger
titanic,female,22.0,0.0,passenger
titanic,male,28.0,0.0,passenger
titanic,male,25.0,0.0,passenger
titanic,female,39.0,0.0,passenger
titanic,male,27.0,0.0,passenger
titanic,female,19.0,1.0,passenger
titanic,female,18.0,0.0,passenger
titanic,male,26.0,1.0,passenger
titanic,male,32.0,0.0,passenger
sewol,male,69.0,1.0,crew
sewol,male,42.0,1.0,crew
sewol,male,34.0,1.0,crew
sewol,male,47.0,1.0,crew
sewol,female,26.0,1.0,crew
sewol,male,56.0,1.0,crew
sewol,male,60.0,1.0,crew
sewol,male,58.0,1.0,crew
sewol,male,54.0,1.0,crew
sewol,male,58.0,1.0,crew
sewol,female,26.0,1.0,crew
sewol,male,61.0,1.0,crew
sewol,male,56.0,1.0,crew
sewol,male,59.0,1.0,crew
sewol,male,62.0,1.0,crew
sewol,male,45.0,0.0,crew
sewol,male,33.0,1.0,crew
sewol,female,22.0,0.0,crew
sewol,female,28.0,0.0,crew
sewol,male,28.0,0.0,crew
sewol,male,20.0,1.0,crew
sewol,male,17.0,1.0,crew
sewol,male,21.0,1.0,crew
sewol,male,28.0,0.0,crew
sewol,male,19.0,0.0,crew
sewol,male,20.0,0.0,crew
sewol,male,58.0,1.0,crew
sewol,male,61.0,0.0,crew
sewol,female,51.0,1.0,crew
sewol,female,43.0,0.0,crew
sewol,female,56.0,0.0,crew
sewol,male,45.0,1.0,crew
sewol,female,40.0,1.0,crew
sewol,female,17.0,1.0,passenger
sewol,female,17.0,1.0,passenger
sewol,female,17.0,1.0,passenger
sewol,female,17.0,1.0,passenger
sewol,female,17.0,1.0,passenger
sewol,female,17.0,1.0,passenger
sewol,female,17.0,1.0,passenger
sewol,female,17.0,1.0,passenger
sewol,female,17.0,1.0,passenger
sewol,female,17.0,1.0,passenger
sewol,female,17.0,1.0,passenger
sewol,female,17.0,1.0,passenger
sewol,female,17.0,1.0,passenger
sewol,female,17.0,1.0,passenger
sewol,female,17.0,1.0,passenger
sewol,female,17.0,1.0,passenger
sewol,female,17.0,1.0,passenger
sewol,female,17.0,1.0,passenger
sewol,female,17.0,1.0,passenger
sewol,female,17.0,1.0,passenger
sewol,female,17.0,1.0,passenger
sewol,female,17.0,1.0,passenger
sewol,female,17.0,1.0,passenger
sewol,female,17.0,1.0,passenger
sewol,female,17.0,1.0,passenger
sewol,female,17.0,1.0,passenger
sewol,female,17.0,1.0,passenger
sewol,female,17.0,1.0,passenger
sewol,female,17.0,1.0,passenger
sewol,female,17.0,1.0,passenger
sewol,female,17.0,1.0,passenger
sewol,female,17.0,1.0,passenger
sewol,female,17.0,1.0,passenger
sewol,female,17.0,1.0,passenger
sewol,female,17.0,1.0,passenger
sewol,female,17.0,1.0,passenger
sewol,female,17.0,1.0,passenger
sewol,female,17.0,1.0,passenger
sewol,male,17.0,1.0,passenger
sewol,male,17.0,1.0,passenger
sewol,male,17.0,1.0,passenger
sewol,male,17.0,1.0,passenger
sewol,male,17.0,1.0,passenger
sewol,male,17.0,1.0,passenger
sewol,male,17.0,1.0,passenger
sewol,male,17.0,1.0,passenger
sewol,male,17.0,1.0,passenger
sewol,male,17.0,1.0,passenger
sewol,male,17.0,1.0,passenger
sewol,male,17.0,1.0,passenger
sewol,male,17.0,1.0,passenger
sewol,male,17.0,1.0,passenger
sewol,male,17.0,1.0,passenger
sewol,male,17.0,1.0,passenger
sewol,male,17.0,1.0,passenger
sewol,male,17.0,1.0,passenger
sewol,male,17.0,1.0,passenger
sewol,male,17.0,1.0,passenger
sewol,male,17.0,1.0,passenger
sewol,male,17.0,1.0,passenger
sewol,male,17.0,1.0,passenger
sewol,male,17.0,1.0,passenger
sewol,male,17.0,1.0,passenger
sewol,male,17.0,1.0,passenger
sewol,male,17.0,1.0,passenger
sewol,male,17.0,1.0,passenger
sewol,male,17.0,1.0,passenger
sewol,male,17.0,1.0,passenger
sewol,male,17.0,1.0,passenger
sewol,male,17.0,1.0,passenger
sewol,male,17.0,1.0,passenger
sewol,male,17.0,1.0,passenger
sewol,female,17.0,1.0,passenger
sewol,female,17.0,1.0,passenger
sewol,female,17.0,1.0,passenger
sewol,male,52.0,1.0,passenger
sewol,female,52.0,1.0,passenger
sewol,female,28.0,1.0,passenger
sewol,male,40.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,57.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,28.0,0.0,passenger
sewol,female,25.0,0.0,passenger
sewol,female,26.0,0.0,passenger
sewol,male,33.0,0.0,passenger
sewol,male,35.0,0.0,passenger
sewol,female,31.0,0.0,passenger
sewol,male,44.0,0.0,passenger
sewol,female,24.0,0.0,passenger
sewol,male,52.0,0.0,passenger
sewol,male,51.0,0.0,passenger
sewol,male,7.0,0.0,passenger
sewol,female,54.0,0.0,passenger
sewol,female,60.0,0.0,passenger
sewol,male,60.0,0.0,passenger
sewol,female,60.0,0.0,passenger
sewol,male,60.0,0.0,passenger
sewol,female,60.0,0.0,passenger
sewol,female,60.0,0.0,passenger
sewol,male,60.0,0.0,passenger
sewol,female,60.0,0.0,passenger
sewol,male,60.0,0.0,passenger
sewol,male,60.0,0.0,passenger
sewol,female,60.0,0.0,passenger
sewol,female,60.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,female,29.0,0.0,passenger
sewol,male,44.0,0.0,passenger
sewol,female,44.0,0.0,passenger
sewol,male,11.0,0.0,passenger
sewol,male,44.0,0.0,passenger
sewol,male,42.0,0.0,passenger
sewol,male,37.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,69.0,0.0,passenger
sewol,male,47.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,female,17.0,0.0,passenger
sewol,male,17.0,0.0,passenger
sewol,male,69.0,0.0,passenger
sewol,female,37.0,0.0,passenger
sewol,male,38.0,0.0,passenger
sewol,male,46.0,0.0,passenger
sewol,male,41.0,1.0,passenger
sewol,male,29.0,1.0,passenger
sewol,male,58.0,1.0,passenger
sewol,male,39.0,1.0,passenger
sewol,male,35.0,1.0,passenger
sewol,male,37.0,1.0,passenger
sewol,male,38.0,1.0,passenger
sewol,female,5.0,1.0,passenger
sewol,female,62.0,1.0,passenger
sewol,male,47.0,1.0,passenger
sewol,male,58.0,1.0,passenger
sewol,male,32.0,1.0,passenger
sewol,male,50.0,1.0,passenger
sewol,male,49.0,1.0,passenger
sewol,male,54.0,1.0,passenger
sewol,male,38.0,1.0,passenger
sewol,male,37.0,1.0,passenger
sewol,male,49.0,1.0,passenger
sewol,male,58.0,1.0,passenger
sewol,male,60.0,1.0,passenger
sewol,male,23.0,1.0,passenger
sewol,male,60.0,1.0,passenger
sewol,male,59.0,1.0,passenger
sewol,male,58.0,1.0,passenger
sewol,male,17.0,1.0,passenger
sewol,male,61.0,1.0,passenger
sewol,male,61.0,1.0,passenger
sewol,female,44.0,1.0,passenger
sewol,male,21.0,1.0,passenger
sewol,male,45.0,1.0,passenger
sewol,male,54.0,1.0,passenger
sewol,male,17.0,1.0,passenger
sewol,female,71.0,1.0,passenger
sewol,male,55.0,1.0,passenger
sewol,female,54.0,1.0,passenger
sewol,male,17.0,1.0,passenger
sewol,male,45.0,1.0,passenger
sewol,male,49.0,1.0,passenger
sewol,female,17.0,1.0,passenger
sewol,male,57.0,1.0,passenger
sewol,male,53.0,1.0,passenger
sewol,male,44.0,1.0,passenger
sewol,male,52.0,1.0,passenger
sewol,male,50.0,1.0,passenger
sewol,male,56.0,1.0,passenger
sewol,male,59.0,1.0,passenger
sewol,male,41.0,1.0,passenger
sewol,female,46.0,1.0,passenger
sewol,male,60.0,1.0,passenger
sewol,male,55.0,1.0,passenger
sewol,male,50.0,1.0,passenger
sewol,male,60.0,1.0,passenger
sewol,male,70.0,1.0,passenger
sewol,female,69.0,1.0,passenger
sewol,female,44.0,1.0,passenger
sewol,male,50.0,1.0,passenger
sewol,male,48.0,1.0,passenger
sewol,male,56.0,1.0,passenger
sewol,male,61.0,1.0,passenger
sewol,male,17.0,1.0,passenger
sewol,male,44.0,1.0,passenger
sewol,male,7.0,1.0,passenger
sewol,female,60.0,1.0,passenger
sewol,male,48.0,1.0,passenger
sewol,male,41.0,1.0,passenger
sewol,male,48.0,1.0,passenger
sewol,male,38.0,1.0,passenger
sewol,male,46.0,1.0,passenger
sewol,male,52.0,1.0,passenger
sewol,male,42.0,1.0,passenger
sewol,male,50.0,1.0,passenger
